# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1588854	1590440	-	KEBBGD_01505		CBS domain-containing protein	RefSeq:WP_061807093.1, SO:0001217, UniParc:UPI00077C911A, UniRef:UniRef100_UPI00077C911A, UniRef:UniRef50_P76389, UniRef:UniRef90_A0A9C7R0R6
contig_1	ncRNA-region	1590999	1591036	+			JUMPstart RNA	RFAM:RF01707, SO:0005836
contig_1	cds	1591124	1592023	+	KEBBGD_01506	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	COG:COG1210, COG:M, EC:2.7.7.9, GO:0003983, GO:0006011, KEGG:K00963, RefSeq:WP_061807295.1, SO:0001217, UniParc:UPI00077C6FFC, UniRef:UniRef100_UPI00077C6FFC, UniRef:UniRef50_P0AEP3, UniRef:UniRef90_D4E8S2
contig_1	cds	1592069	1592962	+	KEBBGD_01507	galU	UTP--glucose-1-phosphate uridylyltransferase	COG:COG1210, COG:M, EC:2.7.7.9, KEGG:K00963, SO:0001217, UniRef:UniRef50_P0AEP3, UniRef:UniRef90_D4E8S1
contig_1	cds	1593265	1594401	+	KEBBGD_01508		Polysaccharide export outer membrane protein	RefSeq:WP_130379876.1, SO:0001217, UniParc:UPI00102C813C, UniRef:UniRef100_UPI00102C813C, UniRef:UniRef50_P0A930, UniRef:UniRef90_A0A542BMK0
contig_1	cds	1594405	1594839	+	KEBBGD_01509		protein tyrosine phosphatase	SO:0001217, UniRef:UniRef50_Q6D7A7, UniRef:UniRef90_UPI0021BA7872
contig_1	cds	1594856	1597045	+	KEBBGD_01510	wzc	tyrosine-protein kinase Wzc	GO:0009103, GO:0016020, SO:0001217, UniRef:UniRef50_Q9F7B1, UniRef:UniRef90_UPI0021770165
contig_1	cds	1597208	1598641	+	KEBBGD_01511	wbaP	undecaprenyl-phosphate galactose phosphotransferase WbaP	SO:0001217, UniRef:UniRef50_Q46628, UniRef:UniRef90_UPI00217BEFF7
contig_1	cds	1598757	1599959	+	KEBBGD_01512	epsG	EpsG family protein	SO:0001217, UniRef:UniRef50_A0A6H2ZQ09, UniRef:UniRef90_UPI0021BACAA9
contig_1	cds	1600021	1601235	+	KEBBGD_01513		glycosyltransferase family 4 protein	SO:0001217, UniRef:UniRef50_A0A2F0P564, UniRef:UniRef90_UPI00102B3391
contig_1	cds	1601274	1602266	+	KEBBGD_01514		glycosyltransferase family 1 protein	SO:0001217, UniRef:UniRef50_N9C5Y0, UniRef:UniRef90_UPI00102D08F3
contig_1	cds	1602338	1603522	-	KEBBGD_01515		cellulase family glycosylhydrolase	SO:0001217, UniRef:UniRef50_A0AAU8Y299, UniRef:UniRef90_UPI00102C4840
contig_1	cds	1603842	1604927	+	KEBBGD_01516		glycosyltransferase family 1 protein	SO:0001217, UniRef:UniRef50_UPI000949875D, UniRef:UniRef90_UPI00102CD15F
contig_1	cds	1604977	1606131	+	KEBBGD_01517		glycosyltransferase family 4 protein	EC:2.4.1.379, KEGG:K25196, SO:0001217, UniRef:UniRef50_A0A0P0C5T6, UniRef:UniRef90_UPI0021795F41
contig_1	cds	1606161	1606997	+	KEBBGD_01518		glycosyltransferase	SO:0001217, UniRef:UniRef50_C9K192, UniRef:UniRef90_UPI00102BB815
contig_1	cds	1607061	1608500	+	KEBBGD_01519		MOP flippase family protein	SO:0001217, UniRef:UniRef50_A0A1C3SZH0, UniRef:UniRef90_UPI00102C7BAC
contig_1	cds	1608967	1611957	+	KEBBGD_01520		ABC-type protease/lipase transport system, ATPase and permease components	SO:0001217, UniRef:UniRef50_L0MID2
contig_1	cds	1612346	1614112	+	KEBBGD_01521	arpD	ABC-type xenobiotic transporter	COG:COG4618, COG:U, RefSeq:WP_037420148.1, SO:0001217, UniParc:UPI0004E7BD87, UniRef:UniRef100_UPI0004E7BD87, UniRef:UniRef50_A0A831A786, UniRef:UniRef90_A0A831A786
contig_1	cds	1614167	1615498	+	KEBBGD_01522		Membrane fusion protein (MFP) family protein	SO:0001217, UniRef:UniRef50_A0A068R654, UniRef:UniRef90_D4E8Q2
contig_1	cds	1615501	1616877	+	KEBBGD_01523	tolC	Outer membrane protein tolC	KEGG:K12538, SO:0001217, UniRef:UniRef50_A0A7S4H1D2, UniRef:UniRef90_A0A2X2J1B5
contig_1	cds	1617185	1618609	+	KEBBGD_01524		mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	EC:2.7.7.13, EC:5.3.1.8, GO:0000271, GO:0016779, SO:0001217, UniRef:UniRef50_N6X107, UniRef:UniRef90_S4YHB2
contig_1	cds	1618625	1619992	+	KEBBGD_01525		Phosphomannomutase	SO:0001217, UniRef:UniRef50_P37755, UniRef:UniRef90_A0A7U0RP74
contig_1	cds	1620199	1621215	+	KEBBGD_01526	galE	UDP-glucose 4-epimerase GalE	EC:5.1.3.2, GO:0003978, GO:0006012, SO:0001217, UniRef:UniRef50_P24325, UniRef:UniRef90_A0A9C7R0J6
contig_1	cds	1621617	1622150	+	KEBBGD_01527	rfbC	dTDP-4-dehydrorhamnose 3,5-epimerase	EC:5.1.3.13, GO:0008830, GO:0019305, SO:0001217, UniRef:UniRef50_A0A3B9YP17, UniRef:UniRef90_A0A7U3Z0P6
contig_1	cds	1622150	1623016	+	KEBBGD_01528	rfbD	dTDP-4-dehydrorhamnose reductase	EC:1.1.1.133, GO:0008831, GO:0009243, GO:0019305, KEGG:K00067, SO:0001217, UniRef:UniRef50_A0A5B8HMJ7, UniRef:UniRef90_UPI00217BA124
contig_1	cds	1623187	1624029	+	KEBBGD_01529		glycosyltransferase	SO:0001217, UniRef:UniRef50_Q6U8B3, UniRef:UniRef90_UPI002178327E
contig_1	cds	1624135	1624968	+	KEBBGD_01530		Transport permease protein	SO:0001217, UniRef:UniRef50_A0A0H1AH33, UniRef:UniRef90_A0A318NZW9
contig_1	cds	1624958	1626277	+	KEBBGD_01531		ABC transporter ATP-binding protein	RefSeq:WP_261162491.1, SO:0001217, UniParc:UPI002179F382, UniRef:UniRef100_UPI002179F382, UniRef:UniRef50_K1J8A0, UniRef:UniRef90_A0A1S8CJ84
contig_1	cds	1626282	1629740	+	KEBBGD_01532		GT99 family glycosyltransferase N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1S8CJC4, UniRef:UniRef90_UPI0021C4E5C3
contig_1	cds	1629982	1631388	+	KEBBGD_01533	gndA	NADP-dependent phosphogluconate dehydrogenase	COG:COG0362, COG:G, EC:1.1.1.343, EC:1.1.1.44, GO:0004616, GO:0006098, GO:0050661, KEGG:K00033, RefSeq:WP_037420113.1, SO:0001217, UniParc:UPI0004E75DA7, UniRef:UniRef100_UPI0004E75DA7, UniRef:UniRef50_P41582, UniRef:UniRef90_A0A0J5CNL8
contig_1	cds	1631463	1632077	-	KEBBGD_01534	hisIE	bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	EC:3.5.4.19, EC:3.6.1.31, GO:0000105, GO:0004635, GO:0004636, RefSeq:WP_061807139.1, SO:0001217, UniParc:UPI00076F3C8F, UniRef:UniRef100_UPI00076F3C8F, UniRef:UniRef50_Q9S5G3, UniRef:UniRef90_A0A2X4U857
contig_1	cds	1632071	1632847	-	KEBBGD_01535	hisF	Imidazole glycerol phosphate synthase subunit HisF	COG:COG0107, COG:E, EC:4.3.2.10, GO:0000105, GO:0000107, GO:0005737, GO:0016829, RefSeq:WP_061807141.1, SO:0001217, UniParc:UPI00076F3AE3, UniRef:UniRef100_UPI00076F3AE3, UniRef:UniRef50_Q9PM72, UniRef:UniRef90_A7MHE1
contig_1	cds	1632829	1633566	-	KEBBGD_01536	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	COG:COG0106, COG:E, EC:5.3.1.16, GO:0000105, GO:0000162, GO:0003949, GO:0005737, SO:0001217, UniRef:UniRef50_Q9PM74, UniRef:UniRef90_A8GC75
contig_1	cds	1633572	1634162	-	KEBBGD_01537	hisH	imidazole glycerol phosphate synthase subunit HisH	COG:COG0118, COG:E, EC:4.3.2.10, GO:0000105, GO:0000107, SO:0001217, UniRef:UniRef50_W0LHS5, UniRef:UniRef90_W0LHS5
contig_1	cds	1634162	1635229	-	KEBBGD_01538	hisB	bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB	COG:COG0241, COG:E, EC:3.1.3.15, EC:4.2.1.19, GO:0000105, GO:0004401, GO:0004424, KEGG:K01089, RefSeq:WP_037420101.1, SO:0001217, UniParc:UPI0004E62D07, UniRef:UniRef100_UPI0004E62D07, UniRef:UniRef50_Q9S5G5, UniRef:UniRef90_A0A240BPB5
contig_1	cds	1635226	1636314	-	KEBBGD_01539	hisC	histidinol-phosphate transaminase	COG:COG0079, COG:E, EC:2.6.1.9, GO:0000105, GO:0004400, GO:0030170, KEGG:K00817, RefSeq:WP_037420098.1, SO:0001217, UniParc:UPI0004E6C3E1, UniRef:UniRef100_UPI0004E6C3E1, UniRef:UniRef50_P06986, UniRef:UniRef90_A8GC78
contig_1	cds	1636311	1637618	-	KEBBGD_01540		histidinol dehydrogenase	EC:1.1.1.23, KEGG:K00013, SO:0001217, UniRef:UniRef50_P10370, UniRef:UniRef90_UPI00076F37ED
contig_1	cds	1637623	1638522	-	KEBBGD_01541	hisG	ATP phosphoribosyltransferase	COG:COG0040, COG:E, EC:2.4.2.17, GO:0000105, GO:0000287, GO:0003879, GO:0005524, GO:0005737, KEGG:K00765, RefSeq:WP_012006049.1, SO:0001217, UniParc:UPI0000E7DEE6, UniRef:UniRef100_A8GC80, UniRef:UniRef50_P60757, UniRef:UniRef90_A1JTV7
contig_1	ncRNA-region	1638593	1638719	-			Histidine operon leader	RFAM:RF00514, SO:0000140
contig_1	sorf	1638695	1638742	-	KEBBGD_01542		his operon leader peptide	RefSeq:WP_101495319.1, SO:0001217, UniParc:UPI000C71733A, UniRef:UniRef100_A0A2T4I3W6, UniRef:UniRef50_A0A2T4I3W6, UniRef:UniRef90_A0A2T4I3W6
contig_1	cds	1638972	1639796	+	KEBBGD_01543	wcaG	dTDP-glucose 4,6-dehydratase	COG:COG0451, COG:M, RefSeq:WP_037420092.1, SO:0001217, UniParc:UPI0004E6EF99, UniRef:UniRef100_A0A7G2JKN7, UniRef:UniRef50_P0AD12, UniRef:UniRef90_A0A1C3HBJ1
contig_1	cds	1639857	1640771	-	KEBBGD_01544		CysJI operon transcriptional activator	KEGG:K21699, RefSeq:WP_186428136.1, SO:0001217, UniParc:UPI00076F34DB, UniRef:UniRef100_UPI00076F34DB, UniRef:UniRef50_A0A240BQU5, UniRef:UniRef90_A0A379YLA6
contig_1	cds	1641020	1641952	+	KEBBGD_01545	speB	agmatinase	EC:3.5.3.11, EC:3.5.3.7, GO:0008295, GO:0008783, KEGG:K12255, SO:0001217, UniRef:UniRef50_A0A066PQI7, UniRef:UniRef90_A0A2X4UST0
contig_1	cds	1642026	1643408	+	KEBBGD_01546		Proline permease	SO:0001217, UniRef:UniRef50_Q9I6K3, UniRef:UniRef90_A0A2X2J195
contig_1	cds	1643449	1644429	-	KEBBGD_01547	corA	Magnesium transport protein CorA	COG:COG0598, COG:P, RefSeq:WP_061807152.1, SO:0001217, UniParc:UPI00077C178D, UniRef:UniRef100_A0A9C7V8I8, UniRef:UniRef50_A0A6P1PV62, UniRef:UniRef90_A0AAN2R3N8
contig_1	cds	1644441	1644860	-	KEBBGD_01548		N-acetyltransferase	RefSeq:WP_037420089.1, SO:0001217, UniParc:UPI0004E7BC1C, UniRef:UniRef100_A0A7G2JKE2, UniRef:UniRef50_A0A1S8CJF2, UniRef:UniRef90_A0A7G2JKE2
contig_1	cds	1644992	1646101	+	KEBBGD_01549		PQQ-dependent sugar dehydrogenase	SO:0001217, UniRef:UniRef50_A0A653ZR09, UniRef:UniRef90_UPI002178F581
contig_1	cds	1646125	1646745	-	KEBBGD_01550	gstB	Glutathione S-transferase GstB	RefSeq:WP_037420083.1, SO:0001217, UniParc:UPI0004E7128D, UniRef:UniRef100_A0A7G2JJG1, UniRef:UniRef50_A0A1C0U1W2, UniRef:UniRef90_A0A379YJN0
contig_1	cds	1646907	1647563	-	KEBBGD_01551		Phosphoserine phosphatase	RefSeq:WP_186428141.1, SO:0001217, UniParc:UPI00076F3D10, UniRef:UniRef100_UPI00076F3D10, UniRef:UniRef50_A0A240BQX6, UniRef:UniRef90_A0A2X2GY39
contig_1	cds	1647794	1647913	+	KEBBGD_01552		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7U3Z0L5
contig_1	cds	1647855	1648886	+	KEBBGD_01553		2-oxoglutarate-dependent ethylene/succinate-forming enzyme	SO:0001217, UniRef:UniRef50_A0A679K084, UniRef:UniRef90_A0A2X4UND3
contig_1	cds	1649075	1650220	-	KEBBGD_01554		Cystathionine gamma-lyase	SO:0001217, UniRef:UniRef50_A0A850V8D8, UniRef:UniRef90_A0A542BMP8
contig_1	cds	1650238	1651605	-	KEBBGD_01555	aF2118	cysteine synthase	COG:COG3620, COG:K, SO:0001217, UniRef:UniRef50_Q8PCV5, UniRef:UniRef90_A0A240BQ65
contig_1	cds	1652070	1653275	+	KEBBGD_01556	dacC	serine-type D-Ala-D-Ala carboxypeptidase	COG:COG1686, COG:M, EC:3.4.16.4, KEGG:K07258, RefSeq:WP_037420071.1, SO:0001217, UniParc:UPI0004E63488, UniRef:UniRef100_UPI0004E63488, UniRef:UniRef50_P08506, UniRef:UniRef90_A0A240BQZ1
contig_1	cds	1653439	1654806	-	KEBBGD_01557	sdaA	L-serine ammonia-lyase	COG:COG1760, COG:E, EC:4.3.1.17, GO:0003941, GO:0006094, KEGG:K01752, RefSeq:WP_261162503.1, SO:0001217, UniParc:UPI00217B82B2, UniRef:UniRef100_UPI00217B82B2, UniRef:UniRef50_P30744, UniRef:UniRef90_A0A240BQ29
contig_1	cds	1654897	1656192	-	KEBBGD_01558	sdaC	HAAAP family serine/threonine permease	COG:COG0814, COG:E, KEGG:K03837, RefSeq:WP_037420066.1, SO:0001217, UniParc:UPI0004E60E97, UniRef:UniRef100_A0A7G2JKF4, UniRef:UniRef50_P44615, UniRef:UniRef90_A0A0M3UI00
contig_1	cds	1657162	1657926	-	KEBBGD_01559	deoR	DNA-binding transcriptional repressor DeoR	GO:0003700, GO:0006355, KEGG:K11534, RefSeq:WP_037420063.1, SO:0001217, UniParc:UPI0004E6F89C, UniRef:UniRef100_A0A9C7R188, UniRef:UniRef50_A0A4Q9EMT3, UniRef:UniRef90_A0A2X2GN93
contig_1	cds	1658219	1658899	-	KEBBGD_01560	deoC	deoxyribose-phosphate aldolase	COG:COG0274, COG:F, EC:4.1.2.4, GO:0004139, GO:0005737, GO:0009264, KEGG:K01619, RefSeq:WP_037420061.1, SO:0001217, UniParc:UPI0004E7AE01, UniRef:UniRef100_A0A7G2JJH4, UniRef:UniRef50_Q8ZGH4, UniRef:UniRef90_A0A083ZXK5
contig_1	cds	1659115	1659957	+	KEBBGD_01561		Aldose 1-epimerase	SO:0001217, UniRef:UniRef50_S4YHE1, UniRef:UniRef90_A0A9C7VA69
contig_1	cds	1659998	1660603	-	KEBBGD_01562	ybjG	undecaprenyl-diphosphate phosphatase	EC:3.6.1.27, GO:0005886, GO:0050380, RefSeq:WP_037420055.1, SO:0001217, UniParc:UPI0004E6D7A6, UniRef:UniRef100_A0A7G2JM49, UniRef:UniRef50_A0A6B3VD73, UniRef:UniRef90_A0A2X4USY3
contig_1	cds	1660609	1661235	-	KEBBGD_01563		Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein	SO:0001217, UniRef:UniRef50_V5Z658, UniRef:UniRef90_A0A7U3Z0J0
contig_1	cds	1661499	1662347	+	KEBBGD_01564	mtnN	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	EC:3.2.2.16, EC:3.2.2.9, GO:0008782, GO:0008930, GO:0009164, GO:0019509, KEGG:K01243, SO:0001217, UniRef:UniRef50_A0A240BR69, UniRef:UniRef90_A0A9C7V9V5
contig_1	cds	1662488	1663000	+	KEBBGD_01565	eco	serine protease inhibitor ecotin	COG:COG4574, COG:O, GO:0004867, GO:0042597, KEGG:K08276, RefSeq:WP_061807165.1, SO:0001217, UniParc:UPI00076F3E33, UniRef:UniRef100_A0A7G2JJL1, UniRef:UniRef50_Q8ZGS0, UniRef:UniRef90_A8GCA1
contig_1	cds	1663191	1663517	+	KEBBGD_01566		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A9C7R2G6, UniRef:UniRef90_A0A9C7R2G6
contig_1	ncRNA	1663570	1663649	-	KEBBGD_01567	rybB	RybB RNA	RFAM:RF00110, SO:0000655
contig_1	cds	1663746	1665434	-	KEBBGD_01568	ybjL	aspartate:alanine antiporter	COG:COG2985, COG:R, GO:0005886, GO:0006813, GO:0008324, KEGG:K07085, RefSeq:WP_037420047.1, SO:0001217, UniParc:UPI0004E73CFB, UniRef:UniRef100_A0A9C7QXM8, UniRef:UniRef50_P60869, UniRef:UniRef90_Q8ZQK4
contig_1	cds	1665750	1666139	+	KEBBGD_01569	ybjM	Inner membrane protein ybjM	RefSeq:WP_037420044.1, SO:0001217, UniParc:UPI0004E6C01B, UniRef:UniRef100_A0A7G2JKG3, UniRef:UniRef50_D4E8J5, UniRef:UniRef90_A0A2X2HNQ6
contig_1	cds	1666182	1666445	-	KEBBGD_01570	grxC	GrxA family glutaredoxin	COG:COG0695, COG:O, RefSeq:WP_012006074.1, SO:0001217, UniParc:UPI0000E7DF24, UniRef:UniRef100_A0A7W4F3K8, UniRef:UniRef50_A0A0U5L3Y1, UniRef:UniRef90_E0SMU1
contig_1	cds	1666687	1667001	+	KEBBGD_01571		DUF1418 domain-containing protein	RefSeq:WP_130379958.1, SO:0001217, UniParc:UPI00076F3859, UniRef:UniRef100_UPI00076F3859, UniRef:UniRef50_A0A083ZXJ5, UniRef:UniRef90_A0A9C7QYZ7
contig_1	cds	1667059	1667961	+	KEBBGD_01572	rimK	30S ribosomal protein S6--L-glutamate ligase	COG:COG0189, COG:EHJQ, EC:6.3.2.-, GO:0005524, GO:0005737, GO:0006412, GO:0009432, GO:0018169, GO:0036211, GO:0046872, RefSeq:WP_186428147.1, SO:0001217, UniParc:UPI00076F3E35, UniRef:UniRef100_A0A7G2JJZ5, UniRef:UniRef50_P0C0U4, UniRef:UniRef90_A8GCA7
contig_1	cds	1668123	1668602	+	KEBBGD_01573	ybjN	YbjN domain-containing protein	RefSeq:WP_037420038.1, SO:0001217, UniParc:UPI0004E756C7, UniRef:UniRef100_A0A7G2JM59, UniRef:UniRef50_D1NXB7, UniRef:UniRef90_A8GCA8
contig_1	cds	1669011	1670120	+	KEBBGD_01574	potF	spermidine/putrescine ABC transporter substrate-binding protein PotF	COG:COG0687, COG:E, EC:7.6.2.-, GO:0015846, GO:0019808, GO:0042597, RefSeq:WP_261441611.1, SO:0001217, UniParc:UPI0021795F6B, UniRef:UniRef100_UPI0021795F6B, UniRef:UniRef50_P31133, UniRef:UniRef90_A0A0P0QD23
contig_1	cds	1670259	1671392	+	KEBBGD_01575	potG	putrescine ABC transporter ATP-binding subunit PotG	COG:COG3842, COG:E, EC:7.6.2.-, GO:0005524, GO:0015417, GO:0015846, GO:0022857, GO:0043190, GO:0055085, RefSeq:WP_037420032.1, SO:0001217, UniParc:UPI0004E622DC, UniRef:UniRef100_A0A7G2JKS0, UniRef:UniRef50_P31134, UniRef:UniRef90_W0LIW5
contig_1	cds	1671412	1672377	+	KEBBGD_01576	potH	putrescine ABC transporter permease PotH	COG:COG1176, COG:E, EC:7.6.2.-, GO:0016020, GO:0055085, RefSeq:WP_082797612.1, SO:0001217, UniParc:UPI00076F3737, UniRef:UniRef100_A0A9C7R0U9, UniRef:UniRef50_E0SMU9, UniRef:UniRef90_A0A240BR43
contig_1	cds	1672374	1673219	+	KEBBGD_01577	potI	putrescine ABC transporter permease PotI	COG:COG1177, COG:E, EC:7.6.2.-, GO:0055085, RefSeq:WP_261441612.1, SO:0001217, UniParc:UPI000ED19880, UniRef:UniRef100_A0A9C7VA76, UniRef:UniRef50_F8JF97, UniRef:UniRef90_A0A0G3SK34
contig_1	cds	1673374	1673853	+	KEBBGD_01578	ybjO	Inner membrane protein ybjO	RefSeq:WP_130379960.1, SO:0001217, UniParc:UPI00076F3CF5, UniRef:UniRef100_A0A7G2JLG4, UniRef:UniRef50_L0MGF4, UniRef:UniRef90_A0A2X2H1B8
contig_1	cds	1673980	1675107	+	KEBBGD_01579	rlmC	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	COG:COG2265, COG:J, EC:2.1.1.189, GO:0005506, GO:0008649, GO:0016070, GO:0051539, GO:0070041, GO:0070475, KEGG:K03212, RefSeq:WP_261453199.1, SO:0001217, UniParc:UPI000EDDBE0D, UniRef:UniRef100_A0A9C7V8J7, UniRef:UniRef50_P75817, UniRef:UniRef90_A8GCB4
contig_1	cds	1675158	1675892	-	KEBBGD_01580	hisJ	ABC transporter arginine-binding protein 1	COG:COG0834, COG:ET, RefSeq:WP_061807174.1, SO:0001217, UniParc:UPI00076F3B56, UniRef:UniRef100_A0A7G2JJJ3, UniRef:UniRef50_P30860, UniRef:UniRef90_A0A083ZXJ1
contig_1	cds	1676101	1676769	-	KEBBGD_01581	artM	arginine ABC transporter permease ArtM	COG:COG4160, COG:E, EC:7.4.2.1, GO:0016020, GO:0022857, GO:0043190, GO:0071705, KEGG:K09998, RefSeq:WP_037426533.1, SO:0001217, UniParc:UPI0004E62591, UniRef:UniRef100_A0A7G2JJK5, UniRef:UniRef50_P0AE30, UniRef:UniRef90_A0A126VNM1
contig_1	cds	1676769	1677485	-	KEBBGD_01582	artQ	arginine ABC transporter permease ArtQ	COG:COG4215, COG:E, EC:7.4.2.1, GO:0016020, GO:0022857, GO:0043190, GO:0055085, GO:0071705, RefSeq:WP_037426530.1, SO:0001217, UniParc:UPI0004E71EE2, UniRef:UniRef100_A0A7G2JK11, UniRef:UniRef50_P0AE34, UniRef:UniRef90_A0A0F7D2I3
contig_1	cds	1677495	1678226	-	KEBBGD_01583	hisJ	ABC transporter arginine-binding protein 2	COG:COG0834, COG:ET, RefSeq:WP_037426527.1, SO:0001217, UniParc:UPI0004E6C55C, UniRef:UniRef100_A0A5Q2V650, UniRef:UniRef50_P30859, UniRef:UniRef90_A0A0U4JJ23
contig_1	cds	1678260	1678988	-	KEBBGD_01584	artP	arginine ABC transporter ATP-binding protein ArtP	COG:COG4161, COG:E, EC:7.4.2.1, GO:0003333, GO:0005524, GO:0015424, GO:0043190, RefSeq:WP_037426524.1, SO:0001217, UniParc:UPI0005611C1E, UniRef:UniRef100_A0A7G2JKT0, UniRef:UniRef50_P0AAF6, UniRef:UniRef90_A0A2X4UBE0
contig_1	cds	1679249	1679797	-	KEBBGD_01585		lipoprotein	SO:0001217, UniRef:UniRef50_W0HJK4, UniRef:UniRef90_A0A2X4UNQ5
contig_1	cds	1679959	1680282	+	KEBBGD_01586	ybjQ	UPF0145 protein SAMEA4384070_01709	COG:COG0393, COG:S, RefSeq:WP_037426521.1, SO:0001217, UniParc:UPI0004E77DD8, UniRef:UniRef100_A0A4Z0E0S0, UniRef:UniRef50_Q8A295, UniRef:UniRef90_A0A240BS16
contig_1	cds	1680326	1681912	-	KEBBGD_01587		DUF3300 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7U4DW63, UniRef:UniRef90_A0A9C7R153
contig_1	cds	1682102	1682938	+	KEBBGD_01588		N-acetylmuramoyl-L-alanine amidase	EC:3.5.1.28, KEGG:K11066, SO:0001217, UniRef:UniRef50_P75820, UniRef:UniRef90_UPI00223EC560
contig_1	cds	1682939	1683949	-	KEBBGD_01589		NAD-dependent epimerase/dehydratase domain-containing protein	RefSeq:WP_061807182.1, SO:0001217, UniParc:UPI00076F3E0A, UniRef:UniRef100_A0A7G2JKJ7, UniRef:UniRef50_P0DX23, UniRef:UniRef90_A0A1S8CJQ5
contig_1	cds	1684119	1685558	-	KEBBGD_01590		NAD(P)-binding domain-containing protein	RefSeq:WP_261441616.1, SO:0001217, UniParc:UPI0021787943, UniRef:UniRef100_UPI0021787943, UniRef:UniRef50_A0A097R0W9, UniRef:UniRef90_S4YHH3
contig_1	cds	1685705	1686052	+	KEBBGD_01591		DUF1294 domain-containing protein	RefSeq:WP_261162511.1, SO:0001217, UniParc:UPI000EE7EDE6, UniRef:UniRef100_A0A9C7R0V6, UniRef:UniRef50_A0A0J1LP06, UniRef:UniRef90_A0A7U4DVY8
contig_1	cds	1686054	1686878	-	KEBBGD_01592		MurR/RpiR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A7MJ71, UniRef:UniRef90_A0A7U0N772
contig_1	cds	1687049	1688605	+	KEBBGD_01593		PTS transporter subunit EIIC	SO:0001217, UniRef:UniRef50_A0A0G9G6Y5, UniRef:UniRef90_UPI00217AFA63
contig_1	cds	1688602	1689294	+	KEBBGD_01594		Putative N-acetylmannosamine-6-phosphate 2-epimerase	EC:5.1.3.9, KEGG:K01788, RefSeq:WP_331637300.1, SO:0001217, UniParc:UPI002F3ED1D3, UniRef:UniRef100_UPI002F3ED1D3, UniRef:UniRef50_A0A380LPI4, UniRef:UniRef90_A0A7U0N7A6
contig_1	cds	1689335	1690351	-	KEBBGD_01595	ltaE	low-specificity L-threonine aldolase	COG:COG2008, COG:E, EC:4.1.2.48, GO:0006520, GO:0016829, KEGG:K01620, SO:0001217, UniRef:UniRef50_P75823, UniRef:UniRef90_A0A240BR92
contig_1	cds	1690454	1692175	-	KEBBGD_01596	poxB	ubiquinone-dependent pyruvate dehydrogenase	COG:COG0028, COG:EH, EC:1.2.5.1, GO:0000287, GO:0006090, GO:0030976, GO:0052737, KEGG:K00156, SO:0001217, UniRef:UniRef50_A0A1H4LJY5, UniRef:UniRef90_L0MF19
contig_1	cds	1692356	1693360	-	KEBBGD_01597	hcr	NADH oxidoreductase	EC:1.-.-.-, EC:1.6.-.-, GO:0016491, GO:0051536, KEGG:K11933, RefSeq:WP_061807187.1, SO:0001217, UniParc:UPI00077C487A, UniRef:UniRef100_A0A9C7V8K2, UniRef:UniRef50_A0A240BRA3, UniRef:UniRef90_A0A2X2H4H2
contig_1	cds	1693491	1695140	-	KEBBGD_01598	hcp	hydroxylamine reductase	COG:C, COG:COG1151, EC:1.7.99.1, GO:0016661, GO:0051536, SO:0001217, UniRef:UniRef50_Q6WRT6, UniRef:UniRef90_A0A5C7C5J8
contig_1	cds	1695313	1696209	-	KEBBGD_01599	lysO	Lysine exporter LysO family protein	RefSeq:WP_037421871.1, SO:0001217, UniParc:UPI0004E6925F, UniRef:UniRef100_A0A7G2JJP1, UniRef:UniRef50_P75826, UniRef:UniRef90_A0A7U3Z0R2
contig_1	cds	1696400	1698064	+	KEBBGD_01600	ybjD	OLD protein-like TOPRIM domain-containing protein	COG:COG3593, COG:L, KEGG:K07459, RefSeq:WP_037421873.1, SO:0001217, UniParc:UPI0004E654A6, UniRef:UniRef100_A0A7G2JN95, UniRef:UniRef50_P75828, UniRef:UniRef90_A0A7U4DW45
contig_1	cds	1698061	1699029	-	KEBBGD_01601		DUF535 domain-containing protein	KEGG:K09824, RefSeq:WP_261441625.1, SO:0001217, UniParc:UPI002177F454, UniRef:UniRef100_UPI002177F454, UniRef:UniRef50_A0A068RCU4, UniRef:UniRef90_A8GCD3
