# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	1152776	1152991	+	EGDEDF_01074	tatA	Sec-independent protein translocase subunit TatA	COG:COG1826, COG:U, RefSeq:WP_004940019.1, SO:0001217, UniParc:UPI0002AF2282, UniRef:UniRef100_A0A2S4XFX2, UniRef:UniRef50_A0A2S4XFX2, UniRef:UniRef90_A0A2S4XFX2
contig_1	cds	1153085	1154050	-	EGDEDF_01075	lipA	lipoyl synthase	COG:COG0320, COG:H, EC:2.8.1.8, GO:0005737, GO:0009107, GO:0016992, GO:0046872, GO:0051539, GO:1904047, KEGG:K03644, SO:0001217, UniRef:UniRef50_P60716, UniRef:UniRef90_C6DBV6
contig_1	cds	1154043	1154711	-	EGDEDF_01076	lipB	lipoyl(octanoyl) transferase LipB	COG:COG0321, COG:H, EC:2.3.1.181, GO:0005737, GO:0009249, GO:0033819, RefSeq:WP_346403619.1, SO:0001217, UniParc:UPI00320499B3, UniRef:UniRef100_UPI00320499B3, UniRef:UniRef50_P60720, UniRef:UniRef90_A8GB10
contig_1	cds	1154846	1155112	-	EGDEDF_01077	ybeD	DUF493 domain-containing protein	COG:COG2921, COG:T, SO:0001217, UniRef:UniRef50_Q6D7M6, UniRef:UniRef90_E0SET7
contig_1	cds	1155217	1156428	-	EGDEDF_01078	dacA	D-alanyl-D-alanine carboxypeptidase DacA	COG:COG1686, COG:M, EC:3.4.16.4, GO:0006508, GO:0009002, KEGG:K07258, RefSeq:WP_004940010.1, SO:0001217, UniParc:UPI0002AF35C8, UniRef:UniRef100_A0A086FPR9, UniRef:UniRef50_P0AEB2, UniRef:UniRef90_A0A083ZV14
contig_1	cds	1156609	1157694	-	EGDEDF_01079	rlpA	endolytic peptidoglycan transglycosylase RlpA	EC:4.2.2.29, GO:0042834, KEGG:K03642, RefSeq:WP_097102616.1, SO:0001217, UniParc:UPI000BD268C2, UniRef:UniRef100_UPI000BD268C2, UniRef:UniRef50_Q8ZDG6, UniRef:UniRef90_A0A5C7CFU3
contig_1	cds	1157705	1158817	-	EGDEDF_01080	mrdB	peptidoglycan glycosyltransferase MrdB	COG:COG0772, COG:D, EC:2.4.99.28, KEGG:K05837, RefSeq:WP_004940006.1, SO:0001217, UniParc:UPI0002AF3702, UniRef:UniRef100_A0A084X564, UniRef:UniRef50_P0ABG7, UniRef:UniRef90_S4YDA1
contig_1	cds	1158826	1160721	-	EGDEDF_01081	mrdA	peptidoglycan DD-transpeptidase MrdA	COG:COG0768, COG:DM, EC:3.4.16.4, GO:0008658, GO:0009002, GO:0009252, GO:0016020, RefSeq:WP_016928775.1, SO:0001217, UniParc:UPI0002EE36A7, UniRef:UniRef100_A0A3E2EPE3, UniRef:UniRef50_P0AD65, UniRef:UniRef90_A0A140F053
contig_1	cds	1160760	1161230	-	EGDEDF_01082	rlmH	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	COG:COG1576, COG:J, EC:2.1.1.177, GO:0005737, GO:0006364, GO:0008168, GO:0070038, KEGG:K00783, RefSeq:WP_004940002.1, SO:0001217, UniParc:UPI0002AF3476, UniRef:UniRef100_A0A2V4GSN0, UniRef:UniRef50_Q88DL7, UniRef:UniRef90_Q8ZDG3
contig_1	cds	1161234	1161551	-	EGDEDF_01083	rsfS	ribosome silencing factor	GO:0017148, GO:0043022, RefSeq:WP_016928774.1, SO:0001217, UniParc:UPI0002F64354, UniRef:UniRef100_A0A2S4XG02, UniRef:UniRef50_A0A1B7JFQ8, UniRef:UniRef90_A0A2S4XG02
contig_1	cds	1161746	1162408	-	EGDEDF_01084	nadD	nicotinate-nucleotide adenylyltransferase	COG:COG1057, COG:H, EC:2.7.7.18, GO:0004515, GO:0005524, GO:0009435, GO:0016779, RefSeq:WP_025160044.1, SO:0001217, UniParc:UPI0002FBB6DC, UniRef:UniRef100_UPI0002FBB6DC, UniRef:UniRef50_Q6D7L9, UniRef:UniRef90_A8GB18
contig_1	cds	1162398	1163432	-	EGDEDF_01085	holA	DNA polymerase III subunit delta	COG:COG1466, COG:L, EC:2.7.7.7, GO:0003677, GO:0003887, GO:0006260, SO:0001217, UniRef:UniRef50_P28630, UniRef:UniRef90_A0A240BJU9
contig_1	cds	1163429	1163989	-	EGDEDF_01086	lptE	LPS assembly lipoprotein LptE	COG:COG2980, COG:M, GO:0001530, GO:0009279, GO:0015920, GO:0019867, GO:0043165, GO:1990351, KEGG:K03643, RefSeq:WP_016928771.1, SO:0001217, UniParc:UPI0003086F7C, UniRef:UniRef100_A0A3E2ENR8, UniRef:UniRef50_Q7CJV2, UniRef:UniRef90_A8GB20
contig_1	cds	1164004	1166586	-	EGDEDF_01087	leuS	leucine--tRNA ligase	COG:COG0495, COG:J, EC:6.1.1.4, GO:0000166, GO:0002161, GO:0004823, GO:0005524, GO:0005829, GO:0006429, KEGG:K01869, RefSeq:WP_033641093.1, SO:0001217, UniParc:UPI0004E46EF6, UniRef:UniRef100_UPI0004E46EF6, UniRef:UniRef50_P07813, UniRef:UniRef90_Q8ZDF8
contig_1	cds	1166873	1167355	+	EGDEDF_01088		zinc ribbon-containing protein	RefSeq:WP_004939988.1, SO:0001217, UniParc:UPI0002AF2319, UniRef:UniRef100_A0A0P0QBJ6, UniRef:UniRef50_P0AAT9, UniRef:UniRef90_A0A656VFC8
contig_1	cds	1167396	1168100	-	EGDEDF_01089	azoR	FMN dependent NADH:quinone oxidoreductase	COG:C, COG:COG1182, EC:1.7.1.17, KEGG:K01118, RefSeq:WP_016928769.1, SO:0001217, UniParc:UPI0002E5008B, UniRef:UniRef100_A0A5C7CFV0, UniRef:UniRef50_A0A240BII3, UniRef:UniRef90_A0A380ALW0
contig_1	cds	1168249	1169181	-	EGDEDF_01090	rihA	pyrimidine-specific ribonucleoside hydrolase RihA	COG:COG1957, COG:F, EC:3.2.2.-, EC:3.2.2.3, GO:0006206, GO:0050263, KEGG:K01250, RefSeq:WP_016928768.1, SO:0001217, UniParc:UPI0002E815AD, UniRef:UniRef100_A0A380ALY2, UniRef:UniRef50_P41409, UniRef:UniRef90_A0A380ALY2
contig_1	cds	1169295	1170020	-	EGDEDF_01091	glnQ	Amino acid ABC transporter ATP-binding protein	COG:COG1126, COG:E, RefSeq:WP_004939983.1, SO:0001217, UniParc:UPI0002B85E4B, UniRef:UniRef100_A0A0G8BCV9, UniRef:UniRef50_Q8RQL7, UniRef:UniRef90_A0A0G8BCV9
contig_1	cds	1170020	1170694	-	EGDEDF_01092	gltK	glutamate/aspartate ABC transporter permease GltK	COG:COG0765, COG:E, EC:7.4.2.1, RefSeq:WP_004939982.1, SO:0001217, UniParc:UPI0002B86548, UniRef:UniRef100_A0A080V3E4, UniRef:UniRef50_A0AAJ5N9D7, UniRef:UniRef90_A0A349IF26
contig_1	cds	1170694	1171434	-	EGDEDF_01093	gltJ	Glutamate Aspartate transport system permease protein GltJ	COG:COG0765, COG:E, RefSeq:WP_004939979.1, SO:0001217, UniParc:UPI0002AF3574, UniRef:UniRef100_A0A0G8BC16, UniRef:UniRef50_P0AER3, UniRef:UniRef90_A0A085U604
contig_1	cds	1171648	1172544	-	EGDEDF_01094	hisJ	Glutamate/aspartate periplasmic-binding protein	COG:COG0834, COG:ET, RefSeq:WP_004939976.1, SO:0001217, UniParc:UPI0002AF2FC0, UniRef:UniRef100_A0A3E2ENK9, UniRef:UniRef50_P37902, UniRef:UniRef90_A0A240BLA9
contig_1	cds	1172939	1174468	-	EGDEDF_01095	lnt	apolipoprotein N-acyltransferase	COG:COG0815, COG:M, EC:2.3.1.269, GO:0016020, GO:0016410, GO:0042158, KEGG:K03820, SO:0001217, UniRef:UniRef50_P23930, UniRef:UniRef90_S4YDB5
contig_1	cds	1174476	1175378	-	EGDEDF_01096	corC	CNNM family magnesium/cobalt transport protein CorC	COG:COG4535, COG:P, GO:0050660, SO:0001217, UniParc:UPI0002AF26D2, UniRef:UniRef100_A0A0U5WUE3, UniRef:UniRef50_P0A2L3, UniRef:UniRef90_A0A0U5WUE3
contig_1	cds	1175440	1175913	-	EGDEDF_01097	ybeY	rRNA maturation RNase YbeY	COG:COG0319, COG:J, EC:3.1.-.-, GO:0004222, GO:0004521, GO:0004540, GO:0005737, GO:0006364, GO:0008270, GO:0042254, GO:0046872, RefSeq:WP_016928766.1, SO:0001217, UniParc:UPI0002DC8C82, UniRef:UniRef100_A0A0M4IHS8, UniRef:UniRef50_A4W836, UniRef:UniRef90_A8GB31
contig_1	cds	1175910	1176965	-	EGDEDF_01098	phoH	PhoH-like protein	COG:COG1702, COG:T, KEGG:K06217, RefSeq:WP_025301852.1, SO:0001217, UniParc:UPI0002F12B93, UniRef:UniRef100_A0A2V4GQA9, UniRef:UniRef50_P0A9K3, UniRef:UniRef90_A0A379YTD8
contig_1	cds	1177200	1177535	-	EGDEDF_01099	phnA	Alkylphosphonate utilization protein	COG:COG2824, COG:R, RefSeq:WP_016928764.1, SO:0001217, UniParc:UPI0002D9324B, UniRef:UniRef100_A0A3E2ENQ1, UniRef:UniRef50_A0A0P8B5Y9, UniRef:UniRef90_W0LCX2
contig_1	cds	1177655	1179079	-	EGDEDF_01100	miaB	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	COG:COG0621, COG:J, EC:2.8.4.3, GO:0005829, GO:0006400, GO:0016782, GO:0035597, GO:0046872, GO:0051539, GO:1904047, KEGG:K06168, RefSeq:WP_033642169.1, SO:0001217, UniParc:UPI00044D5D90, UniRef:UniRef100_A0AAP6RQ97, UniRef:UniRef50_P0AEI1, UniRef:UniRef90_A8GB34
contig_1	cds	1179244	1180458	+	EGDEDF_01101	ubiF	3-demethoxyubiquinol 3-hydroxylase	COG:COG0654, COG:HC, EC:1.14.99.60, GO:0006744, GO:0016709, SO:0001217, UniRef:UniRef50_I1DXB3, UniRef:UniRef90_A0AAN2R435
contig_1	tRNA	1180546	1180620	-	EGDEDF_01102	trnQ	tRNA-Gln(ctg)	SO:0000261
contig_1	tRNA	1180625	1180701	-	EGDEDF_01103	trnM	tRNA-Met(cat)	SO:0000266
contig_1	tRNA	1180743	1180817	-	EGDEDF_01104	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_1	tRNA	1180862	1180936	-	EGDEDF_01105	trnQ	tRNA-Gln(ttg)	SO:0000261
contig_1	tRNA	1180967	1181051	-	EGDEDF_01106	trnL	tRNA-Leu(tag)	SO:0000264
contig_1	tRNA	1181068	1181144	-	EGDEDF_01107	trnM	tRNA-Met(cat)	SO:0000266
contig_1	cds	1181364	1183028	-	EGDEDF_01108	asnB	asparagine synthase B	COG:COG0367, COG:E, EC:6.3.5.4, GO:0004066, GO:0004071, GO:0005524, GO:0005737, GO:0005829, GO:0006529, GO:0006541, GO:0008652, GO:0009063, GO:0016597, GO:0042802, GO:0042803, GO:0070981, KEGG:K01953, RefSeq:WP_004939961.1, SO:0001217, UniParc:UPI0002B87B20, UniRef:UniRef100_A0AAW6X6X9, UniRef:UniRef50_P22106, UniRef:UniRef90_P22106
contig_1	cds	1183313	1184755	-	EGDEDF_01109		chitinase	COG:COG3979, COG:G, SO:0001217, UniRef:UniRef50_Q700B8, UniRef:UniRef90_Q700B8
contig_1	cds	1184945	1185133	-	EGDEDF_01110	nagD	Phosphatase NagD	SO:0001217, UniRef:UniRef50_A0A378AIC0
contig_1	cds	1185093	1185698	-	EGDEDF_01111	nagD	N-acetylglucosamine metabolism NagD protein	SO:0001217, UniRef:UniRef50_A0A376VZ96
contig_1	cds	1185766	1186986	-	EGDEDF_01112	nagC	ROK family protein	COG:COG1940, COG:GK, RefSeq:WP_016928760.1, SO:0001217, UniParc:UPI0002D8CC5F, UniRef:UniRef100_UPI0002D8CC5F, UniRef:UniRef50_P0AF20, UniRef:UniRef90_D4E9N9
contig_1	cds	1187014	1188153	-	EGDEDF_01113	nagA	N-acetylglucosamine-6-phosphate deacetylase	COG:COG1820, COG:G, EC:3.5.1.25, GO:0006044, GO:0008448, KEGG:K01443, RefSeq:WP_033641086.1, SO:0001217, UniParc:UPI0004E42D00, UniRef:UniRef100_A0A380ALI7, UniRef:UniRef50_P0AF18, UniRef:UniRef90_W0LCL0
contig_1	cds	1188172	1188972	-	EGDEDF_01114	nagB	glucosamine-6-phosphate deaminase	COG:COG0363, COG:G, EC:3.5.99.6, GO:0004342, GO:0005737, GO:0005975, GO:0006043, GO:0006044, GO:0006046, GO:0019262, GO:0042802, RefSeq:WP_016928758.1, SO:0001217, UniParc:UPI00030AF49A, UniRef:UniRef100_UPI00030AF49A, UniRef:UniRef50_O30564, UniRef:UniRef90_A8GB41
contig_1	cds	1189349	1191343	+	EGDEDF_01115		PTS system N-acetylglucosamine-specific EIICBA component	SO:0001217, UniRef:UniRef50_A0A0B6XCL1
contig_1	cds	1191584	1193248	+	EGDEDF_01116	glnS	glutamine--tRNA ligase	COG:COG0008, COG:J, EC:6.1.1.18, GO:0000166, GO:0004819, GO:0005524, GO:0005737, GO:0006425, KEGG:K01886, RefSeq:WP_033641083.1, SO:0001217, UniParc:UPI0004E2A01D, UniRef:UniRef100_A0A380ALD4, UniRef:UniRef50_P00962, UniRef:UniRef90_E9CMA8
contig_1	cds	1193827	1195230	+	EGDEDF_01117	chiP	chitoporin ChiP	GO:0015288, GO:0015774, GO:0052778, RefSeq:WP_346403611.1, SO:0001217, UniParc:UPI003204F18D, UniRef:UniRef100_UPI003204F18D, UniRef:UniRef50_P75733, UniRef:UniRef90_A0A1Q4NWI4
contig_1	cds	1195277	1195603	+	EGDEDF_01118		YbfN-like lipoprotein	RefSeq:WP_016928754.1, SO:0001217, UniParc:UPI000267E34B, UniRef:UniRef100_I7H724, UniRef:UniRef50_P75734, UniRef:UniRef90_A0A1Q4NWJ3
contig_1	cds	1195617	1198274	+	EGDEDF_01119	chb	Chitobiase	COG:COG3525, COG:G, EC:3.2.1.52, GO:0000272, GO:0006032, GO:0016020, GO:0016231, GO:0030203, GO:0030247, GO:0042597, KEGG:K12373, SO:0001217, UniRef:UniRef50_Q54468, UniRef:UniRef90_Q54468
contig_1	cds	1198524	1198970	-	EGDEDF_01120	fur	ferric iron uptake transcriptional regulator	COG:COG0735, COG:P, GO:0003700, GO:0006355, RefSeq:WP_019454058.1, SO:0001217, UniParc:UPI00030C43E9, UniRef:UniRef100_A0A084WVC3, UniRef:UniRef50_P0A9A9, UniRef:UniRef90_A0A8J7KVA5
contig_1	cds	1199300	1199839	-	EGDEDF_01121	fldA	flavodoxin FldA	COG:C, COG:COG0716, RefSeq:WP_004939938.1, SO:0001217, UniParc:UPI0002AF3795, UniRef:UniRef100_A0A080UYK2, UniRef:UniRef50_Q8ZQX1, UniRef:UniRef90_A0A240BLV1
contig_1	cds	1200103	1200390	-	EGDEDF_01122	ybfE	LexA regulated protein	RefSeq:WP_004939936.1, SO:0001217, UniParc:UPI0002AF347F, UniRef:UniRef100_A0A240BLU9, UniRef:UniRef50_A0A090V1P4, UniRef:UniRef90_D4E9M8
contig_1	cds	1200647	1201420	-	EGDEDF_01123	ybfF	esterase	COG:COG0596, COG:HR, RefSeq:WP_080286931.1, SO:0001217, UniParc:UPI0004E3A441, UniRef:UniRef100_A0A379Y318, UniRef:UniRef50_P75736, UniRef:UniRef90_A0A240BKF7
contig_1	cds	1201645	1202187	+	EGDEDF_01124	seqA	replication initiation negative regulator SeqA	COG:COG3057, COG:L, GO:0003677, GO:0032297, RefSeq:WP_016928751.1, SO:0001217, UniParc:UPI00031BD4F0, UniRef:UniRef100_UPI00031BD4F0, UniRef:UniRef50_F2EP55, UniRef:UniRef90_D4E9M5
contig_1	cds	1202259	1203908	+	EGDEDF_01125	pgm	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	COG:COG0033, COG:G, EC:5.4.2.2, GO:0004614, GO:0005975, SO:0001217, UniParc:UPI0003217F58, UniRef:UniRef100_A0A380AKK7, UniRef:UniRef50_E0SEX3, UniRef:UniRef90_D4E9M4
contig_1	cds	1204100	1204741	+	EGDEDF_01126	padR	PadR family transcriptional regulator	COG:COG1695, COG:K, RefSeq:WP_028127711.1, SO:0001217, UniParc:UPI00030D4E30, UniRef:UniRef100_UPI00030D4E30, UniRef:UniRef50_A1JJY6, UniRef:UniRef90_A0A379Y2X9
contig_1	cds	1204741	1205040	+	EGDEDF_01127		DUF3861 domain-containing protein	RefSeq:WP_004939927.1, SO:0001217, UniParc:UPI0002B85492, UniRef:UniRef100_A0A3E2ENN2, UniRef:UniRef50_A0A7U3YZT4, UniRef:UniRef90_A0A1Q4NWG4
contig_1	cds	1205068	1205757	-	EGDEDF_01128	kdpE	two-component system response regulator KdpE	COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0006355, KEGG:K07667, RefSeq:WP_016928747.1, SO:0001217, UniParc:UPI0002DCE0AB, UniRef:UniRef100_A0A3E2ENF9, UniRef:UniRef50_A0A845L2N5, UniRef:UniRef90_D4E9L6
contig_1	cds	1205774	1208470	-	EGDEDF_01129	kdpD	two-component system sensor histidine kinase KdpD	COG:COG2205, COG:T, EC:2.7.13.3, GO:0000155, GO:0000160, RefSeq:WP_197789793.1, SO:0001217, UniParc:UPI0018D81386, UniRef:UniRef100_UPI0018D81386, UniRef:UniRef50_P21865, UniRef:UniRef90_A0A240BKJ0
contig_1	cds	1208544	1209113	-	EGDEDF_01130	kdpC	potassium-transporting ATPase subunit KdpC	COG:COG2156, COG:P, EC:7.2.2.6, GO:0006813, GO:0008556, GO:0016020, RefSeq:WP_048794605.1, SO:0001217, UniParc:UPI0006609886, UniRef:UniRef100_A0A5C7CMJ9, UniRef:UniRef50_Q8ZD98, UniRef:UniRef90_A0A2V4G5E5
contig_1	cds	1209132	1211201	-	EGDEDF_01131		Potassium-transporting ATPase ATP-binding subunit	SO:0001217, UniRef:UniRef50_P03960
contig_1	cds	1211228	1212916	-	EGDEDF_01132	kdpA	potassium-transporting ATPase subunit KdpA	COG:COG2060, COG:P, EC:7.2.2.6, GO:0005886, GO:0006813, GO:0008556, GO:0030955, GO:0031004, KEGG:K01546, SO:0001217, UniRef:UniRef50_P03959, UniRef:UniRef90_A8GB62
contig_1	cds	1213447	1213656	+	EGDEDF_01133		DUF2517 domain-containing protein	RefSeq:WP_004939916.1, SO:0001217, UniParc:UPI0002AF2C4C, UniRef:UniRef100_A0A084WW00, UniRef:UniRef50_E0SEY1, UniRef:UniRef90_A0A240BM32
contig_1	cds	1213799	1214755	+	EGDEDF_01134	ybgA	DUF1722 domain-containing protein	COG:COG3272, COG:S, RefSeq:WP_016928741.1, SO:0001217, UniParc:UPI0002F9F372, UniRef:UniRef100_A0A3E2ENN0, UniRef:UniRef50_E0SEY2, UniRef:UniRef90_A0A1Q4NUI2
contig_1	cds	1214771	1216201	+	EGDEDF_01135	phrB	deoxyribodipyrimidine photo-lyase	COG:COG0415, COG:L, EC:4.1.99.3, SO:0001217, UniRef:UniRef50_P00914, UniRef:UniRef90_A0A380AKI5
contig_1	cds	1216227	1217204	+	EGDEDF_01136	pDE1	3',5'-cyclic-nucleotide phosphodiesterase	COG:COG5212, COG:T, SO:0001217, UniParc:UPI000ACD8653, UniRef:UniRef100_A0A5C7CFX8, UniRef:UniRef50_Q8ZD92, UniRef:UniRef90_A0A1Q4NUI9
contig_1	cds	1217223	1217966	+	EGDEDF_01137	nIF3	type 2 GTP cyclohydrolase I	COG:COG0327, COG:H, EC:3.5.4.16, SO:0001217, UniRef:UniRef50_P0AFP6, UniRef:UniRef90_A0AAJ2DBE9
contig_1	cds	1218126	1218782	+	EGDEDF_01138	pxpB	5-oxoprolinase subunit PxpB	COG:COG2049, COG:E, EC:3.5.2.9, GO:0005975, GO:0008152, GO:0017168, SO:0001217, UniRef:UniRef50_P0AAV4, UniRef:UniRef90_A0A9C7V7V3
contig_1	cds	1218776	1219708	+	EGDEDF_01139	pxpC	5-oxoprolinase subunit PxpC	COG:COG1984, COG:E, EC:3.5.2.9, GO:0005975, GO:0008152, GO:0017168, RefSeq:WP_147881657.1, SO:0001217, UniParc:UPI0011C85A54, UniRef:UniRef100_A0A5C7CMK8, UniRef:UniRef50_A0A484X1D3, UniRef:UniRef90_A0A1Q4NUF7
contig_1	cds	1219698	1220438	+	EGDEDF_01140	pxpA	5-oxoprolinase subunit PxpA	COG:COG1540, COG:E, EC:3.5.2.9, GO:0003824, GO:0005975, KEGG:K07160, RefSeq:WP_016928735.1, SO:0001217, UniParc:UPI00037EA3D1, UniRef:UniRef100_UPI0004867C29, UniRef:UniRef50_P75746, UniRef:UniRef90_A0A240BKR0
contig_1	cds	1220493	1221224	+	EGDEDF_01141		DUF969 domain-containing protein	COG:COG3819, COG:S, RefSeq:WP_016928734.1, SO:0001217, UniParc:UPI00030085F3, UniRef:UniRef100_A0A0F6KX66, UniRef:UniRef50_B2JIN2, UniRef:UniRef90_A0A1C3HAD5
contig_1	cds	1221221	1222240	+	EGDEDF_01142		DUF979 domain-containing protein	COG:COG3817, COG:S, RefSeq:WP_127146244.1, SO:0001217, UniParc:UPI000F8CF939, UniRef:UniRef100_A0A5C7CKG2, UniRef:UniRef50_A0A0H3GQ06, UniRef:UniRef90_A8GB73
contig_1	cds	1222249	1222893	+	EGDEDF_01143	pcp	pyroglutamyl-peptidase I	COG:COG2039, COG:O, EC:3.4.19.3, GO:0005829, GO:0006508, GO:0008234, GO:0016920, KEGG:K01304, RefSeq:WP_016928732.1, SO:0001217, UniParc:UPI0003191AF1, UniRef:UniRef100_A0A2K2IV26, UniRef:UniRef50_A1JR34, UniRef:UniRef90_A0A240BJI6
contig_1	cds	1222948	1223739	+	EGDEDF_01144	nei	endonuclease VIII	EC:3.2.2.-, EC:4.2.99.18, GO:0000703, GO:0003677, GO:0006281, GO:0008270, GO:0140078, KEGG:K05522, SO:0001217, UniRef:UniRef50_P50465, UniRef:UniRef90_A0A1Q4NUI3
contig_1	cds	1223798	1225090	-	EGDEDF_01145	gltA	citrate synthase	COG:C, COG:COG0372, EC:2.3.3.16, GO:0046912, RefSeq:WP_016928730.1, SO:0001217, UniParc:UPI0002F1D468, UniRef:UniRef100_A0A084WVY8, UniRef:UniRef50_P20902, UniRef:UniRef90_A0A085U482
contig_1	cds	1225938	1226207	+	EGDEDF_01146	sdhC	succinate dehydrogenase, cytochrome b556 subunit	GO:0000104, GO:0006099, GO:0009055, GO:0045273, SO:0001217, UniParc:UPI0002AF2368, UniRef:UniRef100_A0A0J5DDT5, UniRef:UniRef50_H2FV54, UniRef:UniRef90_A0A4U9UV37
contig_1	cds	1226201	1226548	+	EGDEDF_01147	sdhD	succinate dehydrogenase membrane anchor subunit	COG:C, COG:COG2142, RefSeq:WP_004939891.1, SO:0001217, UniParc:UPI0002AF26D7, UniRef:UniRef100_A0A086FM45, UniRef:UniRef50_P0AC44, UniRef:UniRef90_A0A086FM45
contig_1	cds	1226549	1228315	+	EGDEDF_01148	sdhA	succinate dehydrogenase flavoprotein subunit	COG:C, COG:COG1053, EC:1.3.5.1, GO:0005886, GO:0006099, GO:0008177, GO:0009055, GO:0009061, GO:0016627, GO:0022900, GO:0050660, RefSeq:WP_015376974.1, SO:0001217, UniParc:UPI0002AF4106, UniRef:UniRef100_A0A0F6KX73, UniRef:UniRef50_G4V4G6, UniRef:UniRef90_G4V4G6
contig_1	cds	1228332	1229048	+	EGDEDF_01149	sdhB	Succinate dehydrogenase iron-sulfur subunit	COG:C, COG:COG0479, RefSeq:WP_015376975.1, SO:0001217, UniParc:UPI0002AF37A2, UniRef:UniRef100_A0A0G8BBT0, UniRef:UniRef50_P07014, UniRef:UniRef90_A0A1Q5TY80
contig_1	cds	1229324	1232131	+	EGDEDF_01150	sucA	2-oxoglutarate dehydrogenase E1 component	COG:C, COG:COG0567, EC:1.2.4.2, GO:0004591, GO:0006099, GO:0030976, GO:0045252, RefSeq:WP_025301881.1, SO:0001217, UniParc:UPI0002E412C8, UniRef:UniRef100_A0A380AKZ3, UniRef:UniRef50_P45303, UniRef:UniRef90_A0A085U477
contig_1	cds	1232196	1233413	+	EGDEDF_01151	odhB	2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase	COG:C, COG:COG0508, EC:2.3.1.61, GO:0004149, GO:0006099, GO:0045252, RefSeq:WP_015376977.1, SO:0001217, UniParc:UPI0002AF2889, UniRef:UniRef100_A0A1Q5W5E1, UniRef:UniRef50_A0A0A5QZW2, UniRef:UniRef90_A0A1Q5W5E1
contig_1	cds	1233536	1234702	+	EGDEDF_01152	sucC	ADP-forming succinate--CoA ligase subunit beta	COG:C, COG:COG0045, EC:6.2.1.5, GO:0000287, GO:0003824, GO:0004775, GO:0004776, GO:0005524, GO:0005829, GO:0006099, GO:0006104, GO:0042709, GO:0046872, RefSeq:WP_015376978.1, SO:0001217, UniParc:UPI0002AF3649, UniRef:UniRef100_A0A0G8BBR0, UniRef:UniRef50_P0A836, UniRef:UniRef90_P0A836
contig_1	cds	1234702	1235574	+	EGDEDF_01153	sucD	succinate--CoA ligase subunit alpha	COG:C, COG:COG0074, EC:6.2.1.5, GO:0000166, GO:0003824, GO:0004775, GO:0004776, GO:0005737, GO:0005829, GO:0006099, GO:0009361, RefSeq:WP_004939878.1, SO:0001217, UniParc:UPI0002AF2B8A, UniRef:UniRef100_A0A0U5WLK5, UniRef:UniRef50_P0AGE9, UniRef:UniRef90_P0AGE9
contig_1	cds	1235647	1237545	-	EGDEDF_01154	ushA	Trifunctional nucleotide phosphoesterase protein YfkN	COG:COG0737, COG:FV, SO:0001217, UniRef:UniRef50_A0A090IML3, UniRef:UniRef90_A0A380AKE6
contig_1	cds	1238228	1239796	+	EGDEDF_01155	cydA	cytochrome ubiquinol oxidase subunit I	EC:7.1.1.-, EC:7.1.1.7, GO:0009055, GO:0019646, GO:0070069, KEGG:K00425, RefSeq:WP_049300326.1, SO:0001217, UniParc:UPI00066E9401, UniRef:UniRef100_A0A3E2ENL1, UniRef:UniRef50_P0ABJ9, UniRef:UniRef90_A0A292A6X5
contig_1	cds	1239811	1240950	+	EGDEDF_01156	cydB	cytochrome d ubiquinol oxidase subunit II	EC:7.1.1.-, EC:7.1.1.7, GO:0016682, KEGG:K00426, RefSeq:WP_016928727.1, SO:0001217, UniParc:UPI0003165784, UniRef:UniRef100_A0A3E2ENG7, UniRef:UniRef50_P0ABK2, UniRef:UniRef90_A0A068RBG1
contig_1	cds	1240968	1241081	+	EGDEDF_01157	cydX	cytochrome bd-I oxidase subunit CydX	COG:COG4890, COG:S, EC:7.1.1.-, EC:7.1.1.7, GO:0016682, KEGG:K00424, RefSeq:WP_004939868.1, SO:0001217, UniParc:UPI0002AF28EE, UniRef:UniRef100_A0A240BLY7, UniRef:UniRef50_A0A143WTV4, UniRef:UniRef90_A0A240BLY7
contig_1	cds	1241081	1241377	+	EGDEDF_01158	ybgE	cyd operon protein YbgE	COG:COG3790, COG:S, RefSeq:WP_004939866.1, SO:0001217, UniParc:UPI0002AF4170, UniRef:UniRef100_A0AB36VQQ1, UniRef:UniRef50_A8AJ60, UniRef:UniRef90_A0A379Y2U5
contig_1	cds	1241909	1242592	+	EGDEDF_01159	tolQ	Tol-Pal system protein TolQ	COG:COG0811, COG:U, GO:0005886, GO:0017038, GO:0043213, GO:0051301, RefSeq:WP_004939862.1, SO:0001217, UniParc:UPI0002AF3F61, UniRef:UniRef100_A0A080UZI0, UniRef:UniRef50_P0ABU9, UniRef:UniRef90_P0ABU9
